region,ip,prefixlength,org
lacnic,2800:88::,32,n/a
lacnic,2800:320::,32,n/a
lacnic,2800:390::,32,n/a
lacnic,2800:cd0::,32,n/a
lacnic,2803:b60::,32,n/a
lacnic,2803:be0::,32,n/a
lacnic,2803:1180::,32,n/a
lacnic,2803:1920::,32,n/a
lacnic,2803:2110::,32,n/a
lacnic,2803:2690::,32,n/a
lacnic,2803:2880::,32,n/a
lacnic,2803:3820::,32,n/a
lacnic,2803:38c0::,32,n/a
lacnic,2803:3e20::,32,n/a
lacnic,2803:3ea0::,32,n/a
lacnic,2803:4ac0::,32,n/a
lacnic,2803:5700::,32,n/a
lacnic,2803:5c00::,32,n/a
lacnic,2803:5e00::,32,n/a
lacnic,2803:7680::,32,n/a
lacnic,2803:8de0::,32,n/a
lacnic,2803:8ec0::,32,n/a
lacnic,2803:9400::,32,n/a
lacnic,2803:bf10::,32,n/a
lacnic,2803:c6e0::,32,n/a
lacnic,2803:dc90::,32,n/a
lacnic,2803:fa00::,32,n/a
