region,ip,prefixlength
ripencc,5.180.36.0,22
ripencc,31.11.48.0,21
ripencc,37.186.32.0,19
ripencc,37.208.128.0,17
ripencc,37.210.0.0,15
ripencc,78.100.0.0,15
ripencc,80.76.160.0,20
ripencc,81.29.160.0,20
ripencc,82.148.96.0,19
ripencc,86.36.0.0,18
ripencc,86.36.64.0,19
ripencc,86.36.96.0,19
ripencc,86.36.128.0,17
ripencc,86.37.0.0,16
ripencc,86.62.192.0,18
ripencc,89.211.0.0,16
ripencc,91.228.176.0,24
ripencc,94.125.224.0,21
ripencc,103.14.208.0,22
ripencc,103.17.0.0,22
ripencc,103.23.124.0,22
ripencc,103.199.88.0,22
ripencc,103.225.72.0,22
ripencc,176.202.0.0,15
ripencc,178.23.16.0,21
ripencc,178.152.0.0,15
ripencc,185.2.244.0,22
ripencc,185.25.12.0,22
ripencc,185.37.96.0,22
ripencc,185.37.108.0,22
ripencc,185.96.224.0,22
ripencc,185.104.56.0,22
ripencc,185.107.76.0,22
ripencc,185.154.168.0,22
ripencc,185.161.121.0,24
ripencc,185.239.92.0,22
ripencc,185.247.88.0,22
ripencc,212.70.96.0,19
ripencc,212.77.192.0,19
ripencc,213.130.96.0,19
ripencc,213.178.136.0,22
