region,ip,prefixlength
ripencc,31.204.192.0,18
ripencc,37.0.64.0,21
ripencc,37.122.160.0,19
ripencc,46.33.192.0,19
ripencc,46.161.64.0,18
ripencc,62.4.32.0,19
ripencc,77.91.96.0,20
ripencc,77.91.112.0,20
ripencc,77.222.0.0,19
ripencc,78.155.32.0,19
ripencc,79.140.144.0,20
ripencc,79.143.96.0,20
ripencc,81.28.248.0,22
ripencc,85.94.96.0,19
ripencc,89.188.32.0,19
ripencc,89.207.192.0,21
ripencc,94.102.224.0,20
ripencc,95.155.0.0,18
ripencc,109.72.96.0,20
ripencc,109.228.64.0,18
ripencc,185.12.40.0,22
ripencc,185.38.184.0,22
ripencc,185.40.188.0,22
ripencc,185.64.0.0,22
ripencc,185.68.48.0,22
ripencc,185.80.96.0,22
ripencc,185.132.160.0,22
ripencc,185.147.200.0,22
ripencc,185.163.224.0,22
ripencc,185.179.52.0,22
ripencc,185.179.92.0,22
ripencc,185.255.228.0,22
ripencc,193.32.112.0,22
ripencc,195.66.160.0,19
ripencc,213.133.0.0,19
ripencc,213.149.96.0,19
ripencc,213.196.64.0,19
